iteration,mean_reward,mean_final_param_err,critic_loss,actor_loss,alpha
10,-1.4461822509765625,1.030418872833252,nan,nan,1.0
20,0.8656595945358276,0.9884209632873535,nan,nan,1.0
30,15.242318153381348,0.5045123100280762,2.0891318321228027,-3.916851282119751,0.911533534526825
40,23.140270233154297,0.283349871635437,1.306420087814331,-7.400781631469727,0.7606475353240967
50,25.472455978393555,0.2232900857925415,1.4171242713928223,-10.523279190063477,0.637697696685791
60,26.208656311035156,0.2068164348602295,1.2455697059631348,-13.128335952758789,0.5376973152160645
70,26.735183715820312,0.20368647575378418,1.212188482284546,-13.421302795410156,0.4542093276977539
80,26.565895080566406,0.18948718905448914,1.2130602598190308,-11.122849464416504,0.38269439339637756
90,27.21084976196289,0.17701107263565063,1.1800904273986816,-6.977656364440918,0.3215019404888153
100,26.971824645996094,0.15995217859745026,1.1852468252182007,-2.6188511848449707,0.2696915566921234
110,27.563405990600586,0.14545463025569916,6.912776947021484,6.900491714477539,0.2262665033340454
120,28.462419509887695,0.1274460107088089,1.1209421157836914,11.309329986572266,0.19027242064476013
130,28.200828552246094,0.13123512268066406,1.0017093420028687,18.84172821044922,0.16070608794689178
140,28.120216369628906,0.14081688225269318,1.408544659614563,24.296245574951172,0.13621127605438232
150,28.44908332824707,0.13772910833358765,1.1252362728118896,29.621479034423828,0.11613211780786514
160,28.81691551208496,0.12797194719314575,0.9215167760848999,36.164772033691406,0.09964320063591003
170,28.432964324951172,0.12854397296905518,1.1366167068481445,37.70476531982422,0.08593281358480453
180,28.659181594848633,0.1376679390668869,1.2503085136413574,40.82786560058594,0.07459084689617157
190,28.694061279296875,0.11142454296350479,61.72198486328125,46.81631851196289,0.06504815816879272
200,28.41358184814453,0.1326613426208496,55.09117126464844,53.55091094970703,0.057519588619470596
210,28.580352783203125,0.1414605975151062,40.77558135986328,56.08965301513672,0.05185196176171303
220,28.84642791748047,0.11381146311759949,1.6354352235794067,57.89873504638672,0.05000000074505806
230,29.187597274780273,0.10832236707210541,16.282936096191406,63.13664245605469,0.05000000074505806
240,29.276599884033203,0.1108495444059372,1.424121618270874,67.04237365722656,0.05000000074505806
250,28.643787384033203,0.11710765957832336,170.02383422851562,68.37545776367188,0.05000000074505806
260,28.77093505859375,0.104316346347332,73.85860443115234,70.24522399902344,0.05000000074505806
270,29.108089447021484,0.10770519077777863,1.367777705192566,67.48503875732422,0.05000000074505806
280,29.17096710205078,0.10303083062171936,55.20301818847656,69.46808624267578,0.05000000074505806
290,29.04553985595703,0.1119614690542221,2.662580966949463,70.71066284179688,0.05000000074505806
300,29.182987213134766,0.1007896289229393,1.9687703847885132,72.45315551757812,0.05000000074505806
310,29.205245971679688,0.10212025791406631,61.75070571899414,73.31649780273438,0.05000000074505806
320,29.367630004882812,0.11015637218952179,49.959617614746094,76.68794250488281,0.05000000074505806
330,29.09682846069336,0.1281702071428299,129.80909729003906,78.12054443359375,0.05000000074505806
340,28.71392822265625,0.13063549995422363,70.35079193115234,76.06437683105469,0.05349303409457207
350,28.94194793701172,0.127899631857872,40.31804656982422,76.5443115234375,0.055360760539770126
360,29.086517333984375,0.10339739918708801,69.55690002441406,77.31298828125,0.051601991057395935
370,29.059127807617188,0.11059194803237915,1.3872120380401611,77.30119323730469,0.05000000074505806
380,29.170265197753906,0.11684808135032654,71.92866516113281,76.96015930175781,0.050182197242975235
390,28.809574127197266,0.11357050389051437,3.4582653045654297,74.66345977783203,0.0518200509250164
400,29.126201629638672,0.10276585817337036,71.0753173828125,76.57483673095703,0.054165177047252655
410,29.224185943603516,0.10533056408166885,35.58927917480469,74.61783599853516,0.05711136385798454
420,29.354721069335938,0.09396803379058838,64.62734985351562,75.01084899902344,0.05983255058526993
430,29.344669342041016,0.09411269426345825,110.95462036132812,74.58985900878906,0.06238160282373428
440,29.721426010131836,0.09210038930177689,167.56573486328125,73.7791519165039,0.06626566499471664
450,29.329418182373047,0.11735057830810547,111.51239013671875,72.8545913696289,0.06941124051809311
460,29.62010955810547,0.10056731104850769,181.39752197265625,70.3500747680664,0.07369997352361679
470,29.19992446899414,0.09634269773960114,57.229286193847656,72.41339874267578,0.07422327250242233
480,29.414783477783203,0.10265437513589859,1.6246488094329834,66.21969604492188,0.08027879893779755
490,29.68467140197754,0.09528066962957382,2.6623363494873047,69.07354736328125,0.08255074918270111
500,29.364852905273438,0.10280507802963257,244.0924835205078,65.87580108642578,0.08587914705276489
510,28.976028442382812,0.1349523961544037,307.9192199707031,69.58543395996094,0.08867346495389938
520,29.26152801513672,0.09838491678237915,165.73617553710938,68.63198852539062,0.09127821028232574
530,29.722412109375,0.09336411952972412,57.0977783203125,66.32920837402344,0.09326054900884628
540,29.322669982910156,0.09383412450551987,213.58865356445312,67.07665252685547,0.09646806865930557
550,29.607694625854492,0.09468312561511993,132.99647521972656,61.65223693847656,0.10099969059228897
560,29.086528778076172,0.10280300676822662,203.55665588378906,65.03612518310547,0.10495059937238693
570,29.520633697509766,0.08972769975662231,42.03053665161133,62.244625091552734,0.10794734954833984
580,29.435155868530273,0.09050139784812927,29.490591049194336,61.39849090576172,0.1114233210682869
590,29.419593811035156,0.08450324088335037,200.0838623046875,58.775108337402344,0.11352503299713135
600,29.216407775878906,0.1094633936882019,96.02363586425781,59.321468353271484,0.11629253625869751
610,29.505800247192383,0.09905233979225159,183.50778198242188,60.500850677490234,0.12088795006275177
620,28.966968536376953,0.11129649728536606,82.22560119628906,60.67536163330078,0.12622448801994324
630,29.307533264160156,0.09744089841842651,117.81912231445312,54.519615173339844,0.12937387824058533
640,29.380451202392578,0.09528946131467819,159.52236938476562,56.28205871582031,0.13043145835399628
650,29.775575637817383,0.08408121019601822,42.45417022705078,55.0953369140625,0.13294877111911774
660,29.491283416748047,0.0970098078250885,100.25581359863281,56.90106201171875,0.13714374601840973
670,29.27047348022461,0.10200795531272888,38.955810546875,54.85368347167969,0.13951170444488525
680,28.954265594482422,0.10612420737743378,25.217975616455078,51.87995529174805,0.13977916538715363
690,29.841320037841797,0.08229519426822662,59.35495376586914,51.59303283691406,0.14488372206687927
700,29.139286041259766,0.0980367511510849,143.34744262695312,51.876747131347656,0.15087150037288666
710,29.130178451538086,0.10435132682323456,172.10272216796875,55.89739227294922,0.15540045499801636
720,29.591411590576172,0.09582559764385223,83.0247802734375,50.962852478027344,0.15728063881397247
730,29.335981369018555,0.10137009620666504,208.8384552001953,53.249393463134766,0.1602679193019867
740,29.349422454833984,0.09705415368080139,50.43589782714844,52.030967712402344,0.16296882927417755
750,29.086610794067383,0.11133518069982529,78.72648620605469,50.24031066894531,0.1668565720319748
760,29.306041717529297,0.10203495621681213,67.25300598144531,50.093406677246094,0.16618497669696808
770,29.25191879272461,0.10596577078104019,178.47494506835938,49.3567008972168,0.17391763627529144
